admin_code	name	name_en
US.NY.057	Montgomery County	Montgomery County
US.NY.059	Nassau County	Nassau County
US.NY.061	New York County	New York County
US.NY.063	Niagara County	Niagara County
US.NY.065	Oneida County	Oneida County
US.NY.067	Onondaga County	Onondaga County
US.NY.069	Ontario County	Ontario County
US.NY.071	Orange County	Orange County
US.NY.073	Orleans County	Orleans County
US.NY.075	Oswego County	Oswego County
US.NY.077	Otsego County	Otsego County
US.NY.079	Putnam County	Putnam County
US.NY.081	Queens County	Queens County
US.NY.083	Rensselaer County	Rensselaer County
US.NY.087	Rockland County	Rockland County
US.NY.089	St. Lawrence County	St. Lawrence County
US.NY.091	Saratoga County	Saratoga County
US.NY.093	Schenectady County	Schenectady County
US.NY.095	Schoharie County	Schoharie County
US.NY.097	Schuyler County	Schuyler County
US.NY.099	Seneca County	Seneca County
US.NY.085	Richmond County	Richmond County
US.NY.101	Steuben County	Steuben County
US.NY.103	Suffolk County	Suffolk County
US.NY.105	Sullivan County	Sullivan County
US.NY.107	Tioga County	Tioga County
US.NY.109	Tompkins County	Tompkins County
US.NY.111	Ulster County	Ulster County
US.NY.113	Warren County	Warren County
US.NY.115	Washington County	Washington County
US.NY.117	Wayne County	Wayne County
US.NY.119	Westchester County	Westchester County
US.NY.121	Wyoming County	Wyoming County
US.NY.123	Yates County	Yates County
US.OH.003	Allen County	Allen County
US.OH.005	Ashland County	Ashland County
US.OH.007	Ashtabula County	Ashtabula County
US.OH.011	Auglaize County	Auglaize County
US.OH.013	Belmont County	Belmont County
US.OH.019	Carroll County	Carroll County
US.OH.021	Champaign County	Champaign County
US.OH.029	Columbiana County	Columbiana County
US.OH.031	Coshocton County	Coshocton County
US.OH.033	Crawford County	Crawford County
US.OH.035	Cuyahoga County	Cuyahoga County
US.OH.037	Darke County	Darke County
US.OH.039	Defiance County	Defiance County
US.OH.041	Delaware County	Delaware County
US.OH.043	Erie County	Erie County
US.OH.051	Fulton County	Fulton County
US.OH.055	Geauga County	Geauga County
US.OH.059	Guernsey County	Guernsey County
US.OH.063	Hancock County	Hancock County
US.OH.065	Hardin County	Hardin County
US.OH.067	Harrison County	Harrison County
US.OH.069	Henry County	Henry County
US.OH.075	Holmes County	Holmes County
US.OH.077	Huron County	Huron County
US.OH.081	Jefferson County	Jefferson County
US.OH.083	Knox County	Knox County
US.OH.085	Lake County	Lake County
US.OH.089	Licking County	Licking County
US.OH.091	Logan County	Logan County
US.OH.093	Lorain County	Lorain County
US.OH.095	Lucas County	Lucas County
US.OH.099	Mahoning County	Mahoning County
US.OH.101	Marion County	Marion County
US.OH.103	Medina County	Medina County
US.OH.107	Mercer County	Mercer County
US.OH.109	Miami County	Miami County
US.OH.117	Morrow County	Morrow County
US.OH.123	Ottawa County	Ottawa County
US.OH.125	Paulding County	Paulding County
US.OH.133	Portage County	Portage County
US.OH.137	Putnam County	Putnam County
US.OH.139	Richland County	Richland County
US.OH.143	Sandusky County	Sandusky County
US.OH.147	Seneca County	Seneca County
US.OH.149	Shelby County	Shelby County
US.OH.151	Stark County	Stark County
US.OH.153	Summit County	Summit County
US.OH.155	Trumbull County	Trumbull County
US.OH.157	Tuscarawas County	Tuscarawas County
US.OH.159	Union County	Union County
US.OH.161	Van Wert County	Van Wert County
US.OH.169	Wayne County	Wayne County
US.OH.171	Williams County	Williams County
US.OH.173	Wood County	Wood County
US.OH.175	Wyandot County	Wyandot County
US.PA.003	Allegheny County	Allegheny County
US.PA.005	Armstrong County	Armstrong County
US.PA.007	Beaver County	Beaver County
US.PA.009	Bedford County	Bedford County
US.PA.011	Berks County	Berks County
US.PA.013	Blair County	Blair County
US.PA.015	Bradford County	Bradford County
US.PA.017	Bucks County	Bucks County
US.PA.019	Butler County	Butler County
US.PA.021	Cambria County	Cambria County
US.PA.023	Cameron County	Cameron County
US.PA.025	Carbon County	Carbon County
US.PA.027	Centre County	Centre County
US.PA.029	Chester County	Chester County
US.PA.031	Clarion County	Clarion County
US.PA.033	Clearfield County	Clearfield County
US.PA.035	Clinton County	Clinton County
US.PA.037	Columbia County	Columbia County
US.PA.039	Crawford County	Crawford County
US.PA.041	Cumberland County	Cumberland County
US.PA.043	Dauphin County	Dauphin County
US.PA.045	Delaware County	Delaware County
US.PA.047	Elk County	Elk County
US.PA.049	Erie County	Erie County
US.PA.051	Fayette County	Fayette County
US.PA.053	Forest County	Forest County
US.PA.055	Franklin County	Franklin County
US.PA.057	Fulton County	Fulton County
US.PA.059	Greene County	Greene County
US.PA.061	Huntingdon County	Huntingdon County
US.PA.063	Indiana County	Indiana County
US.PA.065	Jefferson County	Jefferson County
US.PA.067	Juniata County	Juniata County
US.PA.069	Lackawanna County	Lackawanna County
US.PA.071	Lancaster County	Lancaster County
US.PA.073	Lawrence County	Lawrence County
US.PA.075	Lebanon County	Lebanon County
US.PA.077	Lehigh County	Lehigh County
US.PA.079	Luzerne County	Luzerne County
US.PA.081	Lycoming County	Lycoming County
US.PA.083	McKean County	McKean County
US.PA.085	Mercer County	Mercer County
US.PA.087	Mifflin County	Mifflin County
US.PA.089	Monroe County	Monroe County
US.PA.091	Montgomery County	Montgomery County
US.PA.093	Montour County	Montour County
US.PA.095	Northampton County	Northampton County
US.PA.097	Northumberland County	Northumberland County
US.PA.099	Perry County	Perry County
US.PA.101	Philadelphia County	Philadelphia County
US.PA.103	Pike County	Pike County
US.PA.105	Potter County	Potter County
US.PA.107	Schuylkill County	Schuylkill County
US.PA.109	Snyder County	Snyder County
US.PA.111	Somerset County	Somerset County
US.PA.113	Sullivan County	Sullivan County
US.PA.115	Susquehanna County	Susquehanna County
US.PA.117	Tioga County	Tioga County
US.PA.119	Union County	Union County
US.PA.121	Venango County	Venango County
US.PA.123	Warren County	Warren County
US.PA.125	Washington County	Washington County
US.PA.127	Wayne County	Wayne County
US.PA.129	Westmoreland County	Westmoreland County
US.PA.131	Wyoming County	Wyoming County
US.PA.133	York County	York County
US.RI.001	Bristol County	Bristol County
US.RI.003	Kent County	Kent County
US.RI.005	Newport County	Newport County
US.RI.007	Providence County	Providence County
US.RI.009	Washington County	Washington County
US.SD.003	Aurora County	Aurora County
US.SD.005	Beadle County	Beadle County
US.SD.009	Bon Homme County	Bon Homme County
US.SD.011	Brookings County	Brookings County
US.SD.013	Brown County	Brown County
US.SD.015	Brule County	Brule County
US.SD.017	Buffalo County	Buffalo County
US.SD.023	Charles Mix County	Charles Mix County
US.SD.025	Clark County	Clark County
US.SD.029	Codington County	Codington County
US.SD.027	Clay County	Clay County
US.SD.035	Davison County	Davison County
US.SD.037	Day County	Day County
US.SD.039	Deuel County	Deuel County
US.SD.043	Douglas County	Douglas County
US.SD.045	Edmunds County	Edmunds County
US.SD.049	Faulk County	Faulk County
US.SD.051	Grant County	Grant County
US.SD.053	Gregory County	Gregory County
US.SD.057	Hamlin County	Hamlin County
US.SD.059	Hand County	Hand County
US.SD.061	Hanson County	Hanson County
US.SD.065	Hughes County	Hughes County
US.SD.067	Hutchinson County	Hutchinson County
US.SD.069	Hyde County	Hyde County
US.SD.073	Jerauld County	Jerauld County
US.SD.077	Kingsbury County	Kingsbury County
US.SD.079	Lake County	Lake County
US.SD.083	Lincoln County	Lincoln County
US.SD.085	Lyman County	Lyman County
US.SD.091	Marshall County	Marshall County
US.SD.087	McCook County	McCook County
US.SD.089	McPherson County	McPherson County
US.SD.097	Miner County	Miner County
US.SD.099	Minnehaha County	Minnehaha County
US.SD.101	Moody County	Moody County
US.SD.107	Potter County	Potter County
US.SD.109	Roberts County	Roberts County
US.SD.111	Sanborn County	Sanborn County
US.SD.115	Spink County	Spink County
US.SD.123	Tripp County	Tripp County
US.SD.125	Turner County	Turner County
US.SD.127	Union County	Union County
US.SD.129	Walworth County	Walworth County
US.SD.135	Yankton County	Yankton County
US.VT.001	Addison County	Addison County
US.VT.003	Bennington County	Bennington County
US.VT.005	Caledonia County	Caledonia County
US.VT.007	Chittenden County	Chittenden County
US.VT.009	Essex County	Essex County
US.VT.011	Franklin County	Franklin County
US.VT.013	Grand Isle County	Grand Isle County
US.VT.015	Lamoille County	Lamoille County
US.VT.017	Orange County	Orange County
US.VT.019	Orleans County	Orleans County
US.VT.021	Rutland County	Rutland County
US.VT.023	Washington County	Washington County
US.VT.025	Windham County	Windham County
US.VT.027	Windsor County	Windsor County
US.WI.001	Adams County	Adams County
US.WI.003	Ashland County	Ashland County
US.WI.005	Barron County	Barron County
US.WI.007	Bayfield County	Bayfield County
US.WI.009	Brown County	Brown County
US.WI.011	Buffalo County	Buffalo County
US.WI.013	Burnett County	Burnett County
US.WI.015	Calumet County	Calumet County
US.WI.017	Chippewa County	Chippewa County
US.WI.019	Clark County	Clark County
US.WI.021	Columbia County	Columbia County
US.WI.023	Crawford County	Crawford County
US.WI.025	Dane County	Dane County
US.WI.027	Dodge County	Dodge County
US.WI.029	Door County	Door County
US.WI.031	Douglas County	Douglas County
US.WI.033	Dunn County	Dunn County
US.WI.035	Eau Claire County	Eau Claire County
US.WI.037	Florence County	Florence County
US.WI.039	Fond du Lac County	Fond du Lac County
US.WI.041	Forest County	Forest County
US.WI.043	Grant County	Grant County
US.WI.045	Green County	Green County
US.WI.047	Green Lake County	Green Lake County
US.WI.049	Iowa County	Iowa County
US.WI.051	Iron County	Iron County
US.WI.053	Jackson County	Jackson County
US.WI.055	Jefferson County	Jefferson County
US.WI.057	Juneau County	Juneau County
US.WI.059	Kenosha County	Kenosha County
US.WI.061	Kewaunee County	Kewaunee County
US.WI.063	La Crosse County	La Crosse County
US.WI.065	Lafayette County	Lafayette County
US.WI.067	Langlade County	Langlade County
US.WI.069	Lincoln County	Lincoln County
US.WI.071	Manitowoc County	Manitowoc County
US.WI.073	Marathon County	Marathon County
US.WI.075	Marinette County	Marinette County
US.WI.077	Marquette County	Marquette County
US.WI.078	Menominee County	Menominee County
US.WI.079	Milwaukee County	Milwaukee County
US.WI.081	Monroe County	Monroe County
US.WI.083	Oconto County	Oconto County
US.WI.085	Oneida County	Oneida County
US.WI.087	Outagamie County	Outagamie County
US.WI.089	Ozaukee County	Ozaukee County
US.WI.091	Pepin County	Pepin County
US.WI.093	Pierce County	Pierce County
US.WI.095	Polk County	Polk County
US.WI.097	Portage County	Portage County
US.WI.099	Price County	Price County
US.WI.101	Racine County	Racine County
US.WI.103	Richland County	Richland County
US.WI.105	Rock County	Rock County
US.WI.107	Rusk County	Rusk County
US.WI.109	Saint Croix County	Saint Croix County
US.WI.111	Sauk County	Sauk County
US.WI.113	Sawyer County	Sawyer County
US.WI.115	Shawano County	Shawano County
US.WI.117	Sheboygan County	Sheboygan County
US.WI.119	Taylor County	Taylor County
US.WI.121	Trempealeau County	Trempealeau County
US.WI.123	Vernon County	Vernon County
US.WI.125	Vilas County	Vilas County
US.WI.127	Walworth County	Walworth County
US.WI.129	Washburn County	Washburn County
US.WI.131	Washington County	Washington County
US.WI.133	Waukesha County	Waukesha County
US.WI.135	Waupaca County	Waupaca County
US.WI.137	Waushara County	Waushara County
US.WI.139	Winnebago County	Winnebago County
US.WI.141	Wood County	Wood County
US.WV.009	Brooke County	Brooke County
US.WV.029	Hancock County	Hancock County
US.WV.069	Ohio County	Ohio County
US.AZ.003	Cochise County	Cochise County
US.AZ.005	Coconino County	Coconino County
US.AZ.007	Gila County	Gila County
US.AZ.009	Graham County	Graham County
US.AZ.011	Greenlee County	Greenlee County
US.AZ.012	La Paz County	La Paz County
US.AZ.013	Maricopa County	Maricopa County
US.AZ.015	Mohave County	Mohave County
US.AZ.017	Navajo County	Navajo County
US.AZ.019	Pima County	Pima County
US.AZ.021	Pinal County	Pinal County
US.AZ.023	Santa Cruz County	Santa Cruz County
US.AZ.025	Yavapai County	Yavapai County
US.AZ.027	Yuma County	Yuma County
US.CA.001	Alameda County	Alameda County
US.CA.003	Alpine County	Alpine County
US.CA.005	Amador County	Amador County
US.CA.007	Butte County	Butte County
US.CA.009	Calaveras County	Calaveras County
US.CA.011	Colusa County	Colusa County
US.CA.013	Contra Costa County	Contra Costa County
US.CA.017	El Dorado County	El Dorado County
US.CA.019	Fresno County	Fresno County
US.CA.021	Glenn County	Glenn County
US.CA.025	Imperial County	Imperial County
US.CA.027	Inyo County	Inyo County
US.CA.029	Kern County	Kern County
US.CA.031	Kings County	Kings County
US.CA.033	Lake County	Lake County
US.CA.037	Los Angeles County	Los Angeles County
US.CA.039	Madera County	Madera County
US.CA.041	Marin County	Marin County
US.CA.043	Mariposa County	Mariposa County
US.CA.045	Mendocino County	Mendocino County
US.CA.047	Merced County	Merced County
US.CA.051	Mono County	Mono County
US.CA.053	Monterey County	Monterey County
US.CA.055	Napa County	Napa County
US.CA.057	Nevada County	Nevada County
US.CA.059	Orange County	Orange County
US.CA.061	Placer County	Placer County
US.CA.063	Plumas County	Plumas County
US.CA.065	Riverside County	Riverside County
US.CA.067	Sacramento County	Sacramento County
US.CA.069	San Benito County	San Benito County
US.CA.071	San Bernardino County	San Bernardino County
US.CA.073	San Diego County	San Diego County
US.CA.075	City and County of San Francisco	City and County of San Francisco
US.CA.077	San Joaquin County	San Joaquin County
US.CA.079	San Luis Obispo County	San Luis Obispo County
US.CA.081	San Mateo County	San Mateo County
US.CA.083	Santa Barbara County	Santa Barbara County
US.CA.085	Santa Clara County	Santa Clara County
US.CA.087	Santa Cruz County	Santa Cruz County
US.CA.091	Sierra County	Sierra County
US.CA.095	Solano County	Solano County
US.CA.097	Sonoma County	Sonoma County
US.CA.099	Stanislaus County	Stanislaus County
US.CA.101	Sutter County	Sutter County
US.CA.107	Tulare County	Tulare County
US.CA.109	Tuolumne County	Tuolumne County
US.CA.111	Ventura County	Ventura County
US.CA.113	Yolo County	Yolo County
US.CA.115	Yuba County	Yuba County
US.CO.001	Adams County	Adams County
US.CO.005	Arapahoe County	Arapahoe County
US.CO.007	Archuleta County	Archuleta County
US.CO.009	Baca County	Baca County
US.CO.011	Bent County	Bent County
US.CO.014	Broomfield County	Broomfield County
US.CO.015	Chaffee County	Chaffee County
US.CO.017	Cheyenne County	Cheyenne County
US.CO.019	Clear Creek County	Clear Creek County
US.CO.021	Conejos County	Conejos County
US.CO.023	Costilla County	Costilla County
US.CO.025	Crowley County	Crowley County
US.CO.027	Custer County	Custer County
US.CO.029	Delta County	Delta County
US.CO.031	Denver County	Denver County
US.CO.033	Dolores County	Dolores County
US.CO.035	Douglas County	Douglas County
US.CO.037	Eagle County	Eagle County
US.CO.041	El Paso County	El Paso County
US.CO.039	Elbert County	Elbert County
US.CO.043	Fremont County	Fremont County
US.CO.045	Garfield County	Garfield County
US.CO.047	Gilpin County	Gilpin County
US.CO.051	Gunnison County	Gunnison County
US.CO.053	Hinsdale County	Hinsdale County
US.CO.055	Huerfano County	Huerfano County
US.CO.059	Jefferson County	Jefferson County
US.CO.061	Kiowa County	Kiowa County
US.CO.063	Kit Carson County	Kit Carson County
US.CO.067	La Plata County	La Plata County
US.CO.065	Lake County	Lake County
US.CO.071	Las Animas County	Las Animas County
US.CO.073	Lincoln County	Lincoln County
US.CO.077	Mesa County	Mesa County
US.CO.079	Mineral County	Mineral County
US.CO.083	Montezuma County	Montezuma County
US.CO.085	Montrose County	Montrose County
US.CO.089	Otero County	Otero County
US.CO.091	Ouray County	Ouray County
US.CO.093	Park County	Park County
US.CO.097	Pitkin County	Pitkin County
US.CO.099	Prowers County	Prowers County
US.CO.101	Pueblo County	Pueblo County
US.CO.103	Rio Blanco County	Rio Blanco County
US.CO.105	Rio Grande County	Rio Grande County
US.CO.109	Saguache County	Saguache County
US.CO.111	San Juan County	San Juan County
US.CO.113	San Miguel County	San Miguel County
US.CO.117	Summit County	Summit County
US.CO.119	Teller County	Teller County
US.CO.121	Washington County	Washington County
US.CO.125	Yuma County	Yuma County
US.KS.023	Cheyenne County	Cheyenne County
US.KS.039	Decatur County	Decatur County
US.KS.055	Finney County	Finney County
US.KS.063	Gove County	Gove County
US.KS.067	Grant County	Grant County
US.KS.069	Gray County	Gray County
US.KS.071	Greeley County	Greeley County
US.KS.075	Hamilton County	Hamilton County
US.KS.081	Haskell County	Haskell County
US.KS.093	Kearny County	Kearny County
US.KS.101	Lane County	Lane County
US.KS.109	Logan County	Logan County
US.KS.119	Meade County	Meade County
US.KS.129	Morton County	Morton County
US.KS.153	Rawlins County	Rawlins County
US.KS.171	Scott County	Scott County
US.KS.175	Seward County	Seward County
US.KS.179	Sheridan County	Sheridan County
US.KS.181	Sherman County	Sherman County
US.KS.187	Stanton County	Stanton County
US.KS.189	Stevens County	Stevens County
US.KS.193	Thomas County	Thomas County
US.KS.199	Wallace County	Wallace County
US.KS.203	Wichita County	Wichita County
US.NM.001	Bernalillo County	Bernalillo County
US.NM.003	Catron County	Catron County
US.NM.005	Chaves County	Chaves County
US.NM.006	Cibola County	Cibola County
US.NM.007	Colfax County	Colfax County
US.NM.009	Curry County	Curry County
US.NM.011	De Baca County	De Baca County
US.NM.013	Doña Ana County	Dona Ana County
US.NM.015	Eddy County	Eddy County
US.NM.017	Grant County	Grant County
US.NM.019	Guadalupe County	Guadalupe County
US.NM.021	Harding County	Harding County
US.NM.023	Hidalgo County	Hidalgo County
US.NM.025	Lea County	Lea County
US.NM.027	Lincoln County	Lincoln County
US.NM.028	Los Alamos County	Los Alamos County
US.NM.029	Luna County	Luna County
US.NM.031	McKinley County	McKinley County
US.NM.033	Mora County	Mora County
US.NM.035	Otero County	Otero County
US.NM.037	Quay County	Quay County
US.NM.039	Rio Arriba County	Rio Arriba County
US.NM.041	Roosevelt County	Roosevelt County
US.NM.045	San Juan County	San Juan County
US.NM.047	San Miguel County	San Miguel County
US.NM.043	Sandoval County	Sandoval County
US.NM.049	Santa Fe County	Santa Fe County
US.NM.051	Sierra County	Sierra County
US.NM.053	Socorro County	Socorro County
US.NM.055	Taos County	Taos County
US.NM.057	Torrance County	Torrance County
US.NM.059	Union County	Union County
US.NM.061	Valencia County	Valencia County
US.NV.510	Carson City	Carson City
US.NV.001	Churchill County	Churchill County
US.NV.003	Clark County	Clark County
US.NV.005	Douglas County	Douglas County
US.NV.009	Esmeralda County	Esmeralda County
US.NV.015	Lander County	Lander County
US.NV.017	Lincoln County	Lincoln County
US.NV.019	Lyon County	Lyon County
US.NV.021	Mineral County	Mineral County
US.NV.023	Nye County	Nye County
US.NV.029	Storey County	Storey County
US.NV.033	White Pine County	White Pine County
US.OK.007	Beaver County	Beaver County
US.OK.025	Cimarron County	Cimarron County
US.OK.139	Texas County	Texas County
US.TX.003	Andrews County	Andrews County
US.TX.011	Armstrong County	Armstrong County
US.TX.017	Bailey County	Bailey County
US.TX.033	Borden County	Borden County
US.TX.043	Brewster County	Brewster County
US.TX.045	Briscoe County	Briscoe County
US.TX.065	Carson County	Carson County
US.TX.069	Castro County	Castro County
US.TX.075	Childress County	Childress County
US.TX.079	Cochran County	Cochran County
US.TX.081	Coke County	Coke County
US.TX.087	Collingsworth County	Collingsworth County
US.TX.101	Cottle County	Cottle County
US.TX.103	Crane County	Crane County
US.TX.105	Crockett County	Crockett County
US.TX.107	Crosby County	Crosby County
US.TX.109	Culberson County	Culberson County
US.TX.111	Dallam County	Dallam County
US.TX.115	Dawson County	Dawson County
US.TX.117	Deaf Smith County	Deaf Smith County
US.TX.125	Dickens County	Dickens County
US.TX.129	Donley County	Donley County
US.TX.135	Ector County	Ector County
US.TX.137	Edwards County	Edwards County
US.TX.141	El Paso County	El Paso County
US.TX.151	Fisher County	Fisher County
US.TX.153	Floyd County	Floyd County
US.TX.165	Gaines County	Gaines County
US.TX.169	Garza County	Garza County
US.TX.173	Glasscock County	Glasscock County
US.TX.179	Gray County	Gray County
US.TX.189	Hale County	Hale County
US.TX.191	Hall County	Hall County
US.TX.195	Hansford County	Hansford County
US.TX.205	Hartley County	Hartley County
US.TX.211	Hemphill County	Hemphill County
US.TX.219	Hockley County	Hockley County
US.TX.227	Howard County	Howard County
US.TX.229	Hudspeth County	Hudspeth County
US.TX.233	Hutchinson County	Hutchinson County
US.TX.235	Irion County	Irion County
US.TX.243	Jeff Davis County	Jeff Davis County
US.TX.263	Kent County	Kent County
US.TX.269	King County	King County
US.TX.271	Kinney County	Kinney County
US.TX.279	Lamb County	Lamb County
US.TX.295	Lipscomb County	Lipscomb County
US.TX.301	Loving County	Loving County
US.TX.303	Lubbock County	Lubbock County
US.TX.305	Lynn County	Lynn County
US.TX.317	Martin County	Martin County
US.TX.323	Maverick County	Maverick County
US.TX.329	Midland County	Midland County
US.TX.335	Mitchell County	Mitchell County
US.TX.341	Moore County	Moore County
US.TX.345	Motley County	Motley County
US.TX.353	Nolan County	Nolan County
US.TX.357	Ochiltree County	Ochiltree County
US.TX.359	Oldham County	Oldham County
US.TX.369	Parmer County	Parmer County
US.TX.371	Pecos County	Pecos County
US.TX.375	Potter County	Potter County
US.TX.377	Presidio County	Presidio County
US.TX.381	Randall County	Randall County
US.TX.383	Reagan County	Reagan County
US.TX.389	Reeves County	Reeves County
US.TX.393	Roberts County	Roberts County
US.TX.413	Schleicher County	Schleicher County
US.TX.415	Scurry County	Scurry County
US.TX.421	Sherman County	Sherman County
US.TX.431	Sterling County	Sterling County
US.TX.433	Stonewall County	Stonewall County
US.TX.435	Sutton County	Sutton County
US.TX.437	Swisher County	Swisher County
US.TX.443	Terrell County	Terrell County
US.TX.445	Terry County	Terry County
US.TX.451	Tom Green County	Tom Green County
US.TX.461	Upton County	Upton County
US.TX.465	Val Verde County	Val Verde County
US.TX.475	Ward County	Ward County
US.TX.483	Wheeler County	Wheeler County
US.TX.495	Winkler County	Winkler County
US.TX.501	Yoakum County	Yoakum County
US.UT.001	Beaver County	Beaver County
US.UT.007	Carbon County	Carbon County
US.UT.015	Emery County	Emery County
US.UT.017	Garfield County	Garfield County
US.UT.019	Grand County	Grand County
US.UT.021	Iron County	Iron County
US.UT.023	Juab County	Juab County
US.UT.025	Kane County	Kane County
US.UT.027	Millard County	Millard County
US.UT.031	Piute County	Piute County
US.UT.037	San Juan County	San Juan County
US.UT.039	Sanpete County	Sanpete County
US.UT.041	Sevier County	Sevier County
US.UT.053	Washington County	Washington County
US.UT.055	Wayne County	Wayne County
US.CO.003	Alamosa County	Alamosa County
US.AZ.001	Apache County	Apache County
US.CA.105	Trinity County	Trinity County
US.AK.110	Juneau City and Borough	Juneau City and Borough
US.AK.130	Ketchikan Gateway Borough	Ketchikan Gateway Borough
US.AK.220	Sitka City and Borough	Sitka City and Borough
US.AK.282	Yakutat City and Borough	Yakutat City and Borough
US.CA.015	Del Norte County	Del Norte County
US.CA.023	Humboldt County	Humboldt County
US.CA.035	Lassen County	Lassen County
US.CA.049	Modoc County	Modoc County
US.CA.089	Shasta County	Shasta County
US.CA.093	Siskiyou County	Siskiyou County
US.CA.103	Tehama County	Tehama County
US.CO.013	Boulder County	Boulder County
US.CO.049	Grand County	Grand County
US.CO.057	Jackson County	Jackson County
US.CO.069	Larimer County	Larimer County
US.CO.075	Logan County	Logan County
US.CO.081	Moffat County	Moffat County
US.CO.087	Morgan County	Morgan County
US.CO.095	Phillips County	Phillips County
US.CO.107	Routt County	Routt County
US.CO.115	Sedgwick County	Sedgwick County
US.CO.123	Weld County	Weld County
US.ID.001	Ada County	Ada County
US.ID.003	Adams County	Adams County
US.ID.005	Bannock County	Bannock County
US.ID.007	Bear Lake County	Bear Lake County
US.ID.009	Benewah County	Benewah County
US.ID.011	Bingham County	Bingham County
US.ID.013	Blaine County	Blaine County
US.ID.015	Boise County	Boise County
US.ID.017	Bonner County	Bonner County
US.ID.019	Bonneville County	Bonneville County
US.ID.021	Boundary County	Boundary County
US.ID.023	Butte County	Butte County
US.ID.025	Camas County	Camas County
US.ID.027	Canyon County	Canyon County
US.ID.029	Caribou County	Caribou County
US.ID.031	Cassia County	Cassia County
US.ID.033	Clark County	Clark County
US.ID.035	Clearwater County	Clearwater County
US.ID.037	Custer County	Custer County
US.ID.039	Elmore County	Elmore County
US.ID.041	Franklin County	Franklin County
US.ID.043	Fremont County	Fremont County
US.ID.045	Gem County	Gem County
US.ID.047	Gooding County	Gooding County
US.ID.049	Idaho County	Idaho County
US.ID.051	Jefferson County	Jefferson County
US.ID.053	Jerome County	Jerome County
US.ID.055	Kootenai County	Kootenai County
US.ID.057	Latah County	Latah County
US.ID.059	Lemhi County	Lemhi County
US.ID.061	Lewis County	Lewis County
US.ID.063	Lincoln County	Lincoln County
US.ID.065	Madison County	Madison County
US.ID.067	Minidoka County	Minidoka County
US.ID.069	Nez Perce County	Nez Perce County
US.ID.071	Oneida County	Oneida County
US.ID.073	Owyhee County	Owyhee County
US.ID.075	Payette County	Payette County
US.ID.077	Power County	Power County
US.ID.079	Shoshone County	Shoshone County
US.ID.081	Teton County	Teton County
US.ID.083	Twin Falls County	Twin Falls County
US.ID.085	Valley County	Valley County
US.ID.087	Washington County	Washington County
US.MT.001	Beaverhead County	Beaverhead County
US.MT.003	Big Horn County	Big Horn County
US.MT.005	Blaine County	Blaine County
US.MT.007	Broadwater County	Broadwater County
US.MT.009	Carbon County	Carbon County
US.MT.011	Carter County	Carter County
US.MT.013	Cascade County	Cascade County
US.MT.015	Chouteau County	Chouteau County
US.MT.017	Custer County	Custer County
US.MT.019	Daniels County	Daniels County
US.MT.021	Dawson County	Dawson County
US.MT.023	Deer Lodge County	Deer Lodge County
US.MT.025	Fallon County	Fallon County
US.MT.027	Fergus County	Fergus County
US.MT.029	Flathead County	Flathead County
US.MT.031	Gallatin County	Gallatin County
US.MT.033	Garfield County	Garfield County
US.MT.035	Glacier County	Glacier County
US.MT.037	Golden Valley County	Golden Valley County
US.MT.039	Granite County	Granite County
US.MT.041	Hill County	Hill County
US.MT.043	Jefferson County	Jefferson County
US.MT.045	Judith Basin County	Judith Basin County
US.MT.047	Lake County	Lake County
US.MT.049	Lewis and Clark County	Lewis and Clark County
US.MT.051	Liberty County	Liberty County
US.MT.053	Lincoln County	Lincoln County
US.MT.057	Madison County	Madison County
US.MT.055	McCone County	McCone County
US.MT.059	Meagher County	Meagher County
US.MT.061	Mineral County	Mineral County
US.MT.063	Missoula County	Missoula County
US.MT.065	Musselshell County	Musselshell County
US.MT.067	Park County	Park County
US.MT.069	Petroleum County	Petroleum County
US.MT.071	Phillips County	Phillips County
US.MT.073	Pondera County	Pondera County
US.MT.075	Powder River County	Powder River County
US.MT.077	Powell County	Powell County
US.MT.079	Prairie County	Prairie County
US.MT.081	Ravalli County	Ravalli County
US.MT.083	Richland County	Richland County
US.MT.085	Roosevelt County	Roosevelt County
US.MT.087	Rosebud County	Rosebud County
US.MT.089	Sanders County	Sanders County
US.MT.091	Sheridan County	Sheridan County
US.MT.093	Silver Bow County	Silver Bow County
US.MT.095	Stillwater County	Stillwater County
US.MT.097	Sweet Grass County	Sweet Grass County
US.MT.099	Teton County	Teton County
US.MT.101	Toole County	Toole County
US.MT.103	Treasure County	Treasure County
US.MT.105	Valley County	Valley County
US.MT.107	Wheatland County	Wheatland County
US.MT.109	Wibaux County	Wibaux County
US.MT.111	Yellowstone County	Yellowstone County
US.ND.001	Adams County	Adams County
US.ND.007	Billings County	Billings County
US.ND.009	Bottineau County	Bottineau County
US.ND.011	Bowman County	Bowman County
US.ND.013	Burke County	Burke County
US.ND.015	Burleigh County	Burleigh County
US.ND.023	Divide County	Divide County
US.ND.025	Dunn County	Dunn County
US.ND.029	Emmons County	Emmons County
US.ND.033	Golden Valley County	Golden Valley County
US.ND.037	Grant County	Grant County
US.ND.041	Hettinger County	Hettinger County
US.ND.049	McHenry County	McHenry County
US.ND.053	McKenzie County	McKenzie County
US.ND.055	McLean County	McLean County
US.ND.057	Mercer County	Mercer County
US.ND.059	Morton County	Morton County
US.ND.061	Mountrail County	Mountrail County
US.ND.065	Oliver County	Oliver County
US.ND.069	Pierce County	Pierce County
