index,person,signature,factoid,year,note,sentiment
312,"Augustus III, King of Poland.","173,4",Name on an old coin,1807,,NEUTRAL
313,"Aulman. 171,9   Visitor at Goshen   1801",,,,,NEUTRAL
314,"Bachhoff, Ludolph Gottlieb.","118,2",Messenger,1754,,NEUTRAL
315,"Bachhoff, Ludolph Gottlieb.","121,6",Deciding to return to Bethlehem,1754,,NEUTRAL
316,"Bachhoff, Ludolph Gottlieb; Bethlehem.","121,6",Welcoming visitors at Shamokin,1754,,POSITIVE
317,"Bachhoff, Ludolph Gottlieb; Bethlehem.","121,6",Receiving medical care,1754,,POSITIVE
318,"Bachhoff, Ludolph Gottlieb; Bethlehem.","117,4",Visitor at Gnadenhutten,1753,,NEUTRAL
319,"Bachhoff, Ludolph Gottlieb; Bethlehem.","117,4",Leaving,1753,,NEUTRAL
320,"Bachhoff, Ludolph Gottlieb; Bethlehem.","117,4",Visitor,1753,,NEUTRAL
321,"Bacon, Daniel, missionary.","162,3",Starting work among the Chippewa,1800,,NEUTRAL
322,"Bacon, Daniel, missionary.","162,4",With companions passing through Fairfield,1801,,NEUTRAL
323,"Bacon, Daniel, missionary.","162,6",Reporting on interest among Chippewa in mission work,1802,,POSITIVE
324,"Bacon, Daniel; former missionary; New Hudson, O.","157,1",Turning from Indian mission work to preaching among whites,1804,,NEUTRAL
325,"Bacon, Daniel; former missionary; New Hudson, O.","157,4","Old friend, met again by Oppelt",1807,,POSITIVE
326,"Bader, Philip Christian.","127,2",Rememb. for baptizing Beata,1764,,NEUTRAL
327,"Bader, Philipp Christian; Bethlehem.","125,3",Visitor at Nain,1763,,NEUTRAL
328,"Bader, Philipp Christian; Bethlehem.","117,3",Arriving at Gnadenhutten,1752,,NEUTRAL
329,"Bader, Philipp Christian; Bethlehem.","117,3",Preaching,1752,,NEUTRAL
330,"Bader, Philipp Christian; Bethlehem.","117,3",Leaving,1752,,NEUTRAL
331,"Badger, Joseph, Presbyterian missionary.","157,5",Engaged in mission work among the Hurons on Sandusky River,1808,,POSITIVE
332,"Badger, Joseph, Presbyterian missionary.","157,11",Incurring the ill-will of white people,1808,,NEUTRAL
333,"Badger, Joseph, Presbyterian missionary.","157,11",Explaining the origin of his difficulties,1808,,NEGATIVE
334,"Bagge, Lorens; Bethlehem.","118,3",Visitor at Gnadenhutten,1755,,NEUTRAL
335,"Bagge, Lorens; Bethlehem.","118,3",Ref.,1755,,NEUTRAL
336,"Bagge, Lorens; Bethlehem.","118,3",Visitor at Gnadenhutten,1755,,NEUTRAL
337,"Bagge, Lorens; Bethlehem.","124,1",Visitor at Wechquetank,1760,,NEUTRAL
338,"Bagge, Traugott (prob.).","161,3",Moravian in North Carolina,1798,,NEUTRAL
339,"Bailey, Joseph; Bethlehem.","118,3",Visitor at Gnadenhutten,1755,,NEUTRAL
340,"Bainbridge, William, commodore.","175,2",Exploits in the Mediterranean,1816,,NEGATIVE
341,"Baird, William, capt.","163,2",Running his ship on a rock,1809,,NEUTRAL
342,"Baldwin, dr.","163,8",Treating missionaries gratis,1811,,POSITIVE
343,"Baldwin, dr.","163,8",Giving treatments at Fairfield,1811,,POSITIVE
344,"Baldwin, judge.","173,5",Passing through Goshen,1808,,NEUTRAL
345,"Balely, roadmaster.","173,11",Killed by a falling tree,1814,,NEGATIVE
346,"Balm, innkeeper between Shippensburg and Carlisle, Pa.","157,4",Oppelt's host,1807,,NEUTRAL
347,"Bamberger, Christel; Lancaster Co., Pa.","127,5",Ref. No. 5,1763,,NEUTRAL
348,"Barclay, Henry (""Bartoley""), chaplain; Schenectady, New York.","111,6",Seen by Pyrlaeus,1743,,NEUTRAL
349,"Bardill, Anna Barbara.","175,8",Recovering slowly,1821,,NEUTRAL
350,"Bardill, Anna Barbara.","175,8",Not well,1821,,NEGATIVE
351,"Bardill, Anna Barbara, m. n. Mettler, w. John Berdill.","175,8",Helpful in confinement case,1821,,POSITIVE
352,"Bardill, Anna Barbara, m. n. Mettler, w. John Berdill.","175,8",Seriously sick,1821,,NEGATIVE
353,"Bardill, Anna Barbara, m. n. Mettler, w. John Berdill.","175,8",Helped by bloodletting,1821,,NEUTRAL
354,"Bardill, Anna Barbara, m. n. Mettler, w. John Berdill.","175,8",Recovering,1821,,NEUTRAL
355,"Bardill, Anna Barbara, m. n. Mettler, w. John Berdill.","175,8",Weak,1821,,NEGATIVE
356,"Bardill, Anna Barbara, m. n. Mettler, w. John Berdill.","175,8",Recovering,1821,,NEUTRAL
357,"Bardill, John.","175,8",Coming for missionary service announced,1821,,NEUTRAL
358,"Bardill, John.","175,8",Arriving at Goshen,1821,,NEUTRAL
359,"Bardill, John.","175,8",Officially introduced,1821,,NEUTRAL
360,"Bardill, John.","175,8",Visiting at the homes of his parishioners,1821,,NEUTRAL
361,"Bardill, John.","175,8",Physically &amp; spiritually exhausted,1821,,NEGATIVE
362,"Bardill, John.","175,8",Visiting at Beersheba,1821,,NEUTRAL
363,"Bardill, John.","175,8",Service at Sharon,1821,,NEUTRAL
364,"Bardill, John.","175,8",Pastoral interview with John Henry,1821,,NEUTRAL
365,"Bardill, John.","175,8",Seeing no sense in continuing his service at Goshen,1821,,NEGATIVE
366,"Bardill, John.","175,8","Combining jobs of nurse, cook, housekeeper, &amp; farmhand",1821,,NEUTRAL
367,"Bardill, John.","175,8",Deploring his inability to understand the language,1821,,NEGATIVE
368,"Bardill, John.","175,8",Visiting Proske at Gnadenhutten,1821,,NEUTRAL
369,"Bardill, John.","175,8",Preparing for return to Nazareth,1821,,NEUTRAL
370,"Bardill, John.","175,8",Sick with fever,1821,,NEGATIVE
371,"Bardill, John.","175,8",Returning from Goshen to Nazareth,1821,,NEUTRAL
372,"Bardill, John.","175,8",Dangerously close to a snake,1821,,NEGATIVE
373,"Bardill, John.","175,8",Letter from his son in Nazareth,1821,,NEUTRAL
374,"Bardill, John.","175,8",Conducting Sunday service,1821,,NEUTRAL
375,"Bardill, John.","175,8",Ref.,1821,,NEUTRAL
376,"Bardill, John.","175,8",Pleading with boatmen not to sell liquor,1821,,NEUTRAL
377,"Bardwell; Kent, Conn.","115,12",Visitor at Pachgatgoch,1763,,NEUTRAL
378,"Barns; Litchfield Co., Conn.","115,2",Ref.,1754,,NEUTRAL
379,"Barten, Benjamin S., doctor.","171,1",author of New Views,1798-08-22,note,NEUTRAL
380,"Barten, Benjamin S., doctor.","171,2",Mentioned for his theories on the origin of the tribes &amp; nations of America,1799,,NEUTRAL
381,"Barten, Benjamin S., doctor.","171,7","New Views, quoted",1800,,NEUTRAL
382,Bartlett.,"111,4B",Acquaintance of Pyrlaeus,1743,,NEUTRAL
383,Bartlett.,"112,2",Connected with Presbyterian mission enterprise,1744,,NEUTRAL
384,Bartlett.,"171,12",Ref.,1803,,NEUTRAL
385,"Bartoley, possibly meaning Barclay.","111,6",q.v.,1743,,NEUTRAL
386,"Baumann, John, late storekeeper; Bowmanstown, Carbon Co., Pa. (?).","124,2",Ref.,1761,,NEUTRAL
387,"Baumann, John, late storekeeper; Bowmanstown, Carbon Co., Pa. (?).","124,3",Place to buy blankets,1762,,NEUTRAL
388,"Baumann, John, late storekeeper; Bowmanstown, Carbon Co., Pa. (?).","124,4",Place of Zacharias' violent death,1763,,NEGATIVE
389,"Baumann, John, late storekeeper; Bowmanstown, Carbon Co., Pa. (?).","124,4",Idem,1763,,NEUTRAL
390,"Baumann, John, late storekeeper; Bowmanstown, Carbon Co., Pa. (?).","124,4",Idem,1763,,NEUTRAL
391,"Baumgarten, Johann Georg.","118,3",Destined to go to N. Carolina,1755,,NEUTRAL
392,Baumler.,"175,4","Description of his new settlement at Zoar, Tuscarawas Co., Ohio",1918,,NEUTRAL
393,"Baus, Christoph.","116,3",Discussion of his case,1748,,NEUTRAL
394,"Baus, Christoph.","116,3",Idem,1748,,NEUTRAL
395,"Baus, Christoph.","116,3",Leaving the church,1748,,NEUTRAL
396,"Baus, Christoph.","116,3",Conducting morning service,1748-01-02,st. vet.,NEUTRAL
397,"Baus, Christoph.","116,3",Cond. noon service,1748,,NEUTRAL
398,"Baus, Christoph.","116,3",Cond. morning service,1748-01-04,and freq.,NEUTRAL
399,"Baus, Christoph.","116,3",Going to Allemaengel,1748,,NEUTRAL
400,"Baus, Christoph.","116,3",Working at the sawmill,1748,,NEUTRAL
401,"Baus, Christoph.","116,2",Coming to Gnadenhutten,1747,,NEUTRAL
402,"Baus, Christoph.","116,2",Present at lovefeast,1747,,NEUTRAL
403,"Baus, Christoph.","116,2",Conference with Rauch,1747,,NEUTRAL
404,"Baus, Christoph.","119,1",Selected for position in Gnadenhutten economy No. 2,1747-10-29,st. vet.,NEUTRAL
405,"Baus, Christoph.","116,3",Visited by Spangenberg and Mack,1748,,NEUTRAL
406,"Baus, Christoph.","116,3",His work discussed,1748,,NEUTRAL
407,"Baus, Christoph.","116,3",Accompanying Spangenberg,1748,,NEUTRAL
408,"Baus, Christoph.","116,3",Trip to Allemaengel,1748,,NEUTRAL
409,"Baus, Christoph.","116,3",Distributing wheat,1748,,NEUTRAL
410,"Baus, Christoph.","116,3",Conducting service,1748,,NEUTRAL
411,"Baus, Christoph.","116,3",Conducting service,1748,,NEUTRAL
412,"Baus, Christoph.","116,3",Trip to Allemaengel,1748,,NEUTRAL
413,"Baus, Christoph.","116,3",In unhappy spiritual condition,1748,,NEGATIVE
414,"Baus, Christoph.","116,3",Lengthy interview with Rauch,1748,,NEUTRAL
415,"Baus, Christoph.","116,3",Complaining of his trouble to H. Frey,1748,,NEGATIVE
416,"Baus, Christoph.","116,3",Going to Bethlehem,1748,,NEUTRAL
417,"Baus, Magdalena.","116,3",Going to Bethlehem,1748,,NEUTRAL
418,"Baus, Magdalena.","116,3",Leaving the church,1748,,NEUTRAL
419,"Baus, Magdalena, m. n. Frey, w. of Christoph Baus.","116,2",Coming to Gnadenhutten,1747,,NEUTRAL
420,"Baus, Magdalena, m. n. Frey, w. of Christoph Baus.","116,2",Standing as sponsor,1747,,NEUTRAL
421,"Baus, Magdalena, m. n. Frey, w. of Christoph Baus.","116,2",Present at lovefeast,1747,,NEUTRAL
422,"Baus, Magdalena, m. n. Frey, w. of Christoph Baus.","116,3",Interview with Rauch,1748,,NEUTRAL
423,"Baus, Magdalena, m. n. Frey, w. of Christoph Baus.","116,3",Not taken to Bethlehem by her brother,1748,,NEUTRAL
424,"Bawbee (""Papi""), dr.; Malden, Ontario.","174,3",Charge for visit at Thames R. No. 3,1803,,NEUTRAL
425,"Bawbee (Babee, Baby, Bapi, Papi), James; Detroit.","152,1",Claiming title to the land at Gtn. H.,1784,,NEUTRAL
426,"Bawbee (Babee, Baby, Bapi, Papi), James; Detroit.","152,2","Unwilling to pay for improvements at Ghutten, H.",1786,,POSITIVE
427,"Bawbee (Babee, Baby, Bapi, Papi), James; Detroit.","155,1",In litigation with Askin on former mission property,1787,,NEGATIVE
428,"Bawbee, commissary at Detroit.","151,1",no desc,1781,,NEGATIVE
429,"Bawbee, commissary at Detroit.","151,1",Friendly and helpful to captive missionaries,1781,,POSITIVE
430,"Bawbee, commissary at Detroit.","151,1",Owner of land on Huron (Clinton) River,1782,,NEUTRAL
431,"Bawbee, James.","162,10","Senior Councellor, visitor",1806,,NEUTRAL
432,"Bawbee, James.","162,2",Member of Legislative,1799,,NEUTRAL
433,"Bawbee, James.","162,2",Returning from York,1799,,NEUTRAL
434,"Bawbee, James.","162,6","First Councellor of Upper Canada, going to York",1802,,NEUTRAL
435,"Bawbee, James.","162,7",On his way to York,1803,,NEUTRAL
436,"Bawbee, James.","162,8",Stopping on way to York,1804,,NEGATIVE
437,"Bawbee, James.","163,1",Removing misunderstanding about land ownership,1808,,NEGATIVE
438,"Bawbee, James.","164,12","First Counsellor, unfamiliar with Constitution of the Moravian Church No. 3",1805,,NEUTRAL
439,"Bawbee, James (""Papi""); Sandwich.","163,12",Helpful and hospitable,1813,,POSITIVE
440,"Bawbee, James (""Papi""); Sandwich.","163,12",Idem,1813,,NEUTRAL
441,"Bay, colonel.","173,9",Urged to provide a steady guard for Goshen,1812,,NEUTRAL
442,"Bay, colonel.","173,9",Leading militia on march toward the frontier,1812,,NEUTRAL
443,"Bay, colonel.","173,9",Believed it unnecessary to have a guard at Goshen,1812,,NEUTRAL
444,"Bay, colonel.","173,9",Exchange of letters with Mortimer,1812,,NEUTRAL
445,"Bay, colonel.","173,9",Informed by Mortimer on correspondence with governor,1812,,NEUTRAL
446,"Bay, colonel.","173,9",Ref.,1812-08-05,Note,NEUTRAL
447,"Bay, colonel.","173,9",Dissuading white people from rash acts,1812,,NEGATIVE
448,"Bay, colonel.","173,9",Unequal to his task,1812,,NEGATIVE
449,"Bay, colonel.","173,10",Giving good assurances about the future security of Goshen,1813,,POSITIVE
450,"Bay, colonel.","173,10",Suspecting presence of hostile Indians at Goshen,1813,,NEGATIVE
451,"Bay, colonel.","173,9",Reconsidering his order to the Indians to give up their guns,1812,,NEUTRAL
452,"Bay, colonel.","173,9",Ref.,1812,,NEUTRAL
453,"Bay, colonel.","173,10",Visited by Luckenbach,1812,,NEUTRAL
454,"Bay, colonel.","173,10",Arresting strange intruders at Goshen,1813,,NEGATIVE
455,"Bay, colonel.","173,10",Present at Luckenbach's conversation with prisoners,1813,,NEGATIVE
456,"Beatty, lieut. colonel; Cambridge, O.","173,9",Friendly visit with Mortimer,1812,,POSITIVE
457,"Beatty, lieut. colonel; Cambridge, O.","173,9",Receiving report from Mortimer of visit of suspicious individuals from his county,1812,,NEGATIVE
458,"Beatty, lieut. colonel; Cambridge, O.","173,9",Giving helpful advice   1812    Note,,,POSITIVE
459,"Beaver, -----; Georgetown, Pa.","172,5",Generous friend of travelling missionary No. 2,1805,,POSITIVE
460,"Beaver, surveyor; Georgetown.","172,2",Meeting his Moravian friends in the woods,1799,,POSITIVE
461,"Beaver, surveyor; Georgetown.","171,6",Visitor at Goshen,1800,,NEUTRAL
462,"Beaver, surveyor; Georgetown.","171,7",Friend &amp; visitor at Goshen,1800,,POSITIVE
463,"Bechtel, Dorothea, d. of Johann Bechtel.","117,4",Visitor at Gnadenhutten,1753,,NEUTRAL
464,"Bechtel, Johann.","118,1",Pronouncing his sentence on Nathanael,1754,,POSITIVE
465,"Bechtel, Johann.","118,1",Same on his accomplice,1754,,NEUTRAL
466,"Bechtel, Johann.","118,1",Returning to Bethlehem,1754,,NEUTRAL
467,"Bechtel, Johann.","127,2",Visitor at the Philadelphia Barracks,1764,,NEUTRAL
468,"Bechtel, Johann; Bethlehem.","118,1",Coming to Gnadenhutten as investigator,1754,,NEUTRAL
469,"Bechtel, Johann; Bethlehem.","117,1",Visitor at Gnadenhutten,1750,,NEUTRAL
470,"Bechtel, Johann; Bethlehem.","117,1",Returning to Bethlehem,1750,,NEUTRAL
471,"Bechtel, Johann; Bethlehem.","117,3",Visitor at Gnadenhutten,1752,,NEUTRAL
472,"Bechtel, Johannes; Germantown, Pa.","112,6",Present at Bethlehem for Prayer Day No. 12,1744,,NEUTRAL
473,"Bechtel, Johannes; Germantown, Pa.","112,16",Letter to Gottlob and Anna Margareta Buttner No. 1,1745,,NEUTRAL
474,"Bechtel, Johannes; Germantown, Pa.","112,2",His good name defended,1744,,POSITIVE
475,"Bechtel, Johannes; Germantown, Pa.","111,7",Ordination mentioned No. 3,1742,,NEUTRAL
476,"Bechtel, Johannes; Germantown, Pa.","111,8",Inquiry about him No. 7,1743,,NEUTRAL
477,"Beck, Christian; Nazareth.","175,8",Bringing the Bardills to Goshen,1821,,NEUTRAL
478,"Beck, Christian; Nazareth.","175,8",Returning to Nazareth,1821,,NEUTRAL
479,"Beck, Christian; Nazareth.","175,8",Ref.,1821,,NEUTRAL
480,"Beck, Heinrich.","117,1",Improved,1750,,POSITIVE
481,"Beck, Heinrich; Allemaengel.","116,6",Volunteering for carpenter work at Gnadenhutten,1749,,NEUTRAL
482,"Beck, Heinrich; Allemaengel.","116,6",Considering it a privilege to have helped,1749,,POSITIVE
483,"Beck, Heinrich; Allemaengel.","116,7",Visitor at Gnadenhutten,1750,,NEUTRAL
484,"Beck, Heinrich; Allemaengel.","117,1",In need of medical help,1750,,POSITIVE
485,"Beckel (Boockel), Fredrick; Bethlehem.","144,10",Died,1781,,NEGATIVE
486,Becker.,"172,2","Owner of a place 7 1/2 miles west of Somerset, Pa.",1799,,NEUTRAL
487,"Beckman, Henry.","112,5",Ref. No. 3,1744,,NEUTRAL
488,"Beckman, Henry.","112,5",His advice to be accepted No. 3,1744,,POSITIVE
489,"Beckman, Henry.","112,3",Speaking in favor of Moravian missionaries,1744,,POSITIVE
490,"Beckman, Henry.","112,3",Reporting arrival of missionaries to the governor,1744,,NEUTRAL
491,"Beckman, Henry.","112,3",Criticized as being too pro-Moravian,1744,,NEGATIVE
492,"Beckman, Henry.","112,4",Acquainting Governor Clinton with Shaw's arrival,1744,,NEUTRAL
493,"Beckman, Henry.","112,3",Informed on decision of Governor Clinton,1744,,NEUTRAL
494,"Beckman, Henry.","111,1",Friendly advice to Buttner,1744,,POSITIVE
495,"Beckman, Henry.","111,1",Ref.,1744,,NEUTRAL
496,"Beckman, Henry.","111,1",Examining Buttner and colleagues,1744,,NEUTRAL
497,"Beckman, Henry.","111,1",Issuing summons to the Shekomeko missionaries,1744,,NEUTRAL
498,"Beckman, Henry.","111,1",Interrogating Buttner on two main questions,1744,,NEUTRAL
499,"Beckman, Henry.","112,2",A fair and discreet judge,1744,,POSITIVE
500,"Beckman, Henry.","112,2",A man to be honored,1744,,POSITIVE
501,"Beckman, Henry.","112,7",Summoning missionaries to appear before him No. 3,1744,,NEUTRAL
502,"Beckman, Henry.","112,2",Satisfied of character of Moravian missionaries as true ministers of the Gospel,1744,,POSITIVE
503,"Beckman, Henry.","111,1",Polite and friendly,1744,,POSITIVE
504,"Beckman, Henry.","111,1",Informed of arrival of missionaries at New York,1744,,NEUTRAL
505,"Beckman, Henry, colonel, justice of peace; Rhinebeck, N.Y.","111,8",To be seen by Conrad Weiser No. 3,1743,,NEUTRAL
506,"Beckman, Henry, colonel, justice of peace; Rhinebeck, N.Y.","111,1",Ardent opponent of Moravian missions,1744,,POSITIVE
507,"Beckman, Henry, colonel, justice of peace; Rhinebeck, N.Y.","112,2",Ref.,1744,,NEUTRAL
508,"Beckwith.   172,2   Innkeeper on Sideling Hill  1799    bis",,,,,NEUTRAL
509,Beckwith.,"172,2",Ref.,1799,,NEUTRAL
510,"Belius, resident; Wechquatnach area.","114,1",Keeping Bruce over night,1749,,NEUTRAL
511,"Bellegrucks, resident; Dutchess Co., New York.","112,13",Ref.,1745,,NEUTRAL
512,"Bemford, John Heinrich.","173,7","Bapt. Goshen, Mortimer",1810,,NEUTRAL
513,"Benade, Andress; Bethlehem, Pa.","172,5",Ref. No. 1,1805,,NEUTRAL
514,"Benade, Andress; Bethlehem, Pa.","172,5", No. 7,1805,,NEUTRAL
515,"Benade, Andrew; Bethlehem.","163,8",Ref.,1812,,NEUTRAL
516,"Benade, Andrew; Bethlehem.","177,16",Rememb. by Luckenbach No. 2,1804,,NEUTRAL
517,"Benard, colonel.","163,2",Expressing high opinion of mission work among the Indians,1809,,NEUTRAL
518,"Bender, George Philip, German farmer; Niagara Falls, Ont.","172,1",Ref.,1798-05-13,bis,NEUTRAL
519,"Bender, George Philip, German farmer; Niagara Falls, Ont.","172,3",Mortimer's host at Niagara Falls No. 2,1798,,NEUTRAL
520,"Bender, George Philip, German farmer; Niagara Falls, Ont.","172,1",Ref.,1798,,NEUTRAL
521,"Benezet, Anthony, Quaker; Philadelphia, Pa.","131,11",Signer of letter to Friedenshutten Christians No. 10,1772,,NEUTRAL
522,"Benezet, Anthony; Philadelphia.","127,2",Inquiring about the Indians at the Barracks,1764,,NEUTRAL
523,"Benezet, Daniel; Philadelphia.","127,2",Attending a burial on Pottersfield,1764,,NEUTRAL
524,"Benezet, Daniel; Philadelphia.","127,2",Donation of maple-wood to the Indians,1764,,NEUTRAL
525,"Benezet, Daniel; Philadelphia.","127,2",Visited by Grubes,1764,,NEUTRAL
526,"Benezet, Daniel; Philadelphia.","125,5    Furnishing gunpowder    1763    No. 4",,,,NEUTRAL
527,"Benezet, Duche, m. n. Prior, w. of Daniel Benezet.","127,2",Seen by Sisters Grube and Schmick,1764,,NEUTRAL
528,"Benezet, John Stephen.","116,4",Anniversary of his reception,1748,,NEUTRAL
529,"Benezet, John Stephen; Philadelphia, Pa.","115,6",Ref.,1756,,NEUTRAL
530,"Benson; Litchfield Co., Conn.","115,11",Asking for certificate of membership in the Moravian Church,1761,,NEUTRAL
531,"Benson; Litchfield Co., Conn.","115,11",Surprising Mack with a load of firewood,1762,,POSITIVE
532,"Benzien, Christian Ludwig, Moravian minister; Salem, N.C.","171,4",Letter received at Goshen,1799,,NEUTRAL
533,"Benzien, Christian Ludwig, Moravian minister; Salem, N.C.","171,7",Correspondent,1800,,NEUTRAL
534,"Benzien, Christian Ludwig, Moravian minister; Salem, N.C.","171,11",Letter received at Goshen,1802,,NEUTRAL
535,"Benzien, Christian Thomas.","118,1",Visitor at Gnadenhutten,1754,,NEUTRAL
536,"Benzien, Christian Thomas; Bethlehem, Pa.","115,4",Ref.,1755,,NEUTRAL
537,"Berg, Christian.","115,4",Inquisitive fellow-traveller,1755,,POSITIVE
538,"Bernhardt, Wenzel; Nazareth.","118,1",Helping in building operations at Gnadenhutten,1754,,POSITIVE
539,"Bernhardt, Wenzel; Nazareth.","117,2",Visitor at Gnadenhutten,1751,,NEUTRAL
